word,category,count,library_count,example
revolver,未分类,12,2,"REVOLVER Caliber 9mm, distant, 16m distance, HH stereo."
wake,未分类,12,4,Click followed by laser fired. Air ripples in its wake.
pump,未分类,12,4,"Desoldering pump pressed. A short high pitch, muffled click"
slammed,未分类,12,3,"Double lever of door opened, similar to door colliding against wall or being slammed."
taken,未分类,12,3,Toy caarr body removed and put back together. Short click followed by rotation of parts coming together or being taken a
lightning,未分类,12,6,"Synthetic, liquidy whoosh wizzes by with warble at end. Like zap of lightning. Long duration."
gliding,Movement,12,3,"Pale, spectral swirl gliding through the void with eerie resonance."
slamming,未分类,12,7,Heavy fire detonation slamming down with combustive might.
concentrated,Shape,12,5,Concentrated fireburst shooting with blistering impact.
sparkly,未分类,12,3,"Magical healing puff with sparkly, cheerful resolution."
overdriven,未分类,12,6,"Hard, overdriven impact with rock like texture and short tail."
squish,未分类,12,3,Grapefruit is smashed. Liquid squish.
surrounding,Space,12,4,"Low pitched, muffled roar with enough intensity to move surrounding objects."
tightly,未分类,12,2,Cellophane like surface squeezed tightly and incessantly. Processed with many squeaks.
vocalizing,未分类,12,3,Chicken splashing water and vocalizing. Slightly grainy.
hushing,未分类,12,1,"Pressure sprayer releasing air in metal canister, long. Soft and thin hushing elements."
wheelchair,未分类,12,1,Electric wheelchair clicking brake elements followed by a backwards movement and mechanical buzzing.
leathery,未分类,12,1,Rounded thud with leathery softness and gentle bounce. Body Fall.
grab,未分类,12,2,Quick cloth grab with light crinkle and weighty pull.
squawk,未分类,12,1, Squawk 01.wav
airplane,未分类,12,2,LARGE NORMAL Low burning into typical rocket or airplane fly by.
scrunchy,未分类,12,1,"MOTION MEDIUM SCRUNCHY High-frequency crinkling, rustling and shuffling. Slight low-mid resonance. Short durations."
evoke,未分类,12,1,"EVOKE POWER UP Deep pulse, trembling radiation, imploding crunch. Medium decay."
lr,未分类,12,1,SUPPRESSED ASSAULT RIFLE Caliber .22 LR. Low and snappy shot sound. Punchy attack with mechanic trigger.
gauge,未分类,12,1,"SUPPRESSED SHOTGUN Caliber 12 gauge. Massiv and hollow shot sound. Mechanic trigger and long, airy tail."
children,未分类,12,1,"PERCUSSION RATTLE BIG Shaking rattle with plastic balls. Children, kids, toy. Differing in speed and length."
kids,未分类,12,1,"PERCUSSION RATTLE BIG Shaking rattle with plastic balls. Children, kids, toy. Differing in speed and length."
thumping,未分类,11,4,"Wild. Very low, booming, bass heavy thumping sequences. Mono, Sanken Co100K high frequency response."
moan,未分类,11,5,"Moan. Slimy, slightly tonal moaning and screeching. Mono, Sanken Co100K high frequency response."
room,未分类,11,5,Dynamic burst of white noise immersed in room reverberation.
volume,未分类,11,5,"Descending noise effect, characterized by its descending pitch or volume."
acceleration,未分类,11,4,Ascending jiggle with a delayed acceleration.
sorcery,未分类,11,2,"Mystical, enchanting sharp accent that signifies the sudden appearance of sorcery."
highlight,未分类,11,2,"A zappy, high-pitched jolt crafted to accentuate or highlight a moment."
sand,Material,11,5,Jolt with soft ping and sand rise effect.
filtering,未分类,11,5,Brief whoosh characterised by a double filtering of noise.
hoarse,Voice,11,2,"Short, fast, and hoarse barking."
taking,未分类,11,7,"PROCESSED HIT LOW Deep thumps, like taking heavy steps, with reverb."
trumpet,未分类,11,2,"PROCESSED SCREECH LONG Distorted and continuous buzzing, similar to blowing into a trumpet."
board,未分类,11,4,"SYNTHETIC RUPTURE Light hit, followed by rattle, like quick shaking of a board."
droplets,未分类,11,4,"SYNTHETIC HIT LOW Wet and hard hit, followed by cracking and scattering, resembling water droplets falling down."
come,未分类,11,4,Motion of a dice roll followed by a brief wobble as they come to a stop.
collide,未分类,11,4,Delicate clinks and tinkles as the coins collide with each other and the ceramic surface of the cup.
qualities,未分类,11,4,Digital tick characterized by a sharp and resonant qualities.
flair,未分类,11,4,Success UI tick that indicates successful alignment or connection with flair.
glitches,未分类,11,3,UI tick that indicates flickers or glitches with dynamic energy.
chord,未分类,11,3,Single chord is played and held.
sporadic,未分类,11,5,"Vacuum cleaner sucking in air with a balloon friction. Low, sporadic and long."
bull,未分类,11,3,Swirling and frictioning bull roarer noise texture. Steady swinging movement.
belt,未分类,11,5,Short and zapping impact whooshes of a nylon belt. Dragging movement.
warbling,未分类,11,7,"Complex, fast with high swooshing elements with low warbling warp elements."
slice,未分类,11,6,Slow low build up elements followed by a dark glassy whoosh slice and ending with a reverberating decay.
cheek,未分类,11,2,"Zombie, Alien, Extraterrestrial, Mutate. Male voice, sucking in air with cheek movement. Mono, Sanken Co100K high freque"
go,未分类,11,2,"A solo woman screaming ""go"" in a studio environment."
becomes,未分类,11,2,Sweeping noises whooshing and scattering with buzzes going in and out. Becomes more electrical towards end and buzzes mo
slows,未分类,11,2,Strong pulse gradually or quickly slows down. Rumble appears in longer pulses.
intensely,未分类,11,3,"Drill is turned on intensely. Sharp, fast crank."
lighter,未分类,11,5,"Synthetic, liquid, plasma burst. Strong ripple in air, followed by whoosh, followed lighter ripple. Long duration."
tie,未分类,11,2,"Tie fighter flies through space, producing intense ripples. Long duration."
engaging,未分类,11,2,RECHARGE BIG Engaging with fluttering clanks and synthetic rise in pitch.
reloading,未分类,11,2,"RECHARGE MEDIUM Fast reloading with squishy synth and hollow, resonating plastic elements. Squeaky and clicky."
approach,未分类,11,2,"Rapid approach at the track start, accompanied by electric motor sounds."
padded,未分类,11,4,"Soft, padded nylon strike with short decay and low weight."
details,未分类,11,4,Layered nylon motion with twitchy details and micro movements.
cotton,未分类,11,4,"Tight, quick burning flash cotton burst with sharp tail and fast decay."
ominous,Mood,11,6,"Short, ominous incantation with rough texture and magical grit."
twisted,未分类,11,2,Twisted impact pulsing with dark energy and a cursed awakening.
collapse,未分类,11,4,Mystical charge whistling in with volatile tension and sudden collapse.
synthesis,未分类,11,2,High frequency metallic synthesis with time stretching and resonance.
haunting,Mood,11,3,Haunting inharmonic noise with rounded high end and panning.
convolved,未分类,11,2,"Convolved, burst impacts with organic textures and noisey release."
voices,未分类,11,7,Cloud of demonic voices with convolution and slow attacks.
scrap,未分类,11,2,Rattling metal with fast scrap and subtle ring out.
quack,未分类,11,2,Duck struggling to quack and weak from exhaustion.
downwards,未分类,11,3,Metal object or hand put through large quantity of celery in downwards motion. Processed.
rustles,未分类,11,2,Dry onions endlessly crushed in hand. Skin rustles and crunches.
aluminum,未分类,11,3,"Popcorn kernels crushed in hand, like paper or aluminum foil being crunched."
chicken,未分类,11,2,Chicken sauce leaked continuously out with breathing of animal.
retracting,未分类,11,3,Plastic cup holder retracting closure with additional dull clunking elements.
latching,未分类,11,2,Latching mechanism with pressure release and metallic pieces rattling.
park,未分类,11,1,SKATING INDOOR PARK ATMO Atmo from indoor park.
dynamically,未分类,11,2,"Brief, dynamically filtered collision with compressed resonance."
socket,未分类,11,1,Turning a medium sized socket wrench. Fast sequence.
wrench,未分类,11,1,Turning a medium sized socket wrench. Fast sequence.
weeping,未分类,11,1,Two years old baby girl weeping powerfully.
mama,未分类,11,1,One year old baby boy laughing and shouting mama.
welding,未分类,11,1,"Electric sparks, welding a piece of rail. Dark and subtle humming."
tonality,未分类,10,6,"Wild, Marine, Mammal. Short, soft, nasal grunting with subtle tonality. Mono, Sanken Co100K high frequency response."
jabbering,未分类,10,2,"Wild, Toddy Cat, Mammal. Furious, tonal screaming, moaning and jabbering. Mono, Sanken Co100K high frequency response."
cawing,未分类,10,1,"Wild. Hard, curious, gritty cawing. Mono, Sanken Co100K high frequency response."
booming,未分类,10,5,"Wild. Very low, booming, bass heavy thumping sequences. Mono, Sanken Co100K high frequency response."
clapping,未分类,10,4,"Wild. Steady, continuous beak clapping sequence. Multiple birds at the end. Mono, Sanken Co100K high frequency response."
simple,未分类,10,5,"Quick, simple jolt combined with a filtered burst of noise."
classic,未分类,10,7,"Classic, shimmering sound with a sharp, clear tone."
traditional,未分类,10,2,"Traditional, smooth sharp accent characterised by a wet texture."
siren,未分类,10,5,Sharp accent characterised by a sweeping sine siren effect.
ladder,未分类,10,3,Jolt with white noise ladder filter shift.
motioned,未分类,10,1,Rapid motioned whoosh with modulated white noise shift.
artificial,未分类,10,8,Extended motioned whoosh with artificial wind gust and parallel filter modulation.
grumbling,未分类,10,5,Extended detonation characterised by distortive grumbling and decay.
feel,未分类,10,6,Traditional punch sound with a vintage feel.
slowing,未分类,10,9,Beam characterised by a delayed slowing down effect.
warbles,未分类,10,5,"Multiple fast, short, and raspy warbles."
pain,未分类,10,2,Single long creak in pain in the distance.
eruption,未分类,10,5,"PROCESSED RUPTURE Explosion like sound, with heavy eruption."
revving,未分类,10,5,"SYNTHETIC FLY BY Slow and deep roaring, like revving up an engine."
soil,未分类,10,3,Steel ball of 14 kilograms being dropped onto a soil with some leaves. Deep and dull hit.
cannonball,未分类,10,1,"Flying cannonball pass by, large."
gear,未分类,10,3,Rattling made by quickly rolling gear against wood.
slab,未分类,10,2,Debris rippling from hand on stone slab.
clacking,未分类,10,4,Moving wooden pieces. Rumbling with dull clacking.
zipper,未分类,10,3,"Forceful thump as a fabric bag makes contact with a surface, accompanied by the distinct sound of a resonating zipper ji"
whizz,未分类,10,4,"Short, whimsical spell accompanied by a distinctive tonal whizz."
used,未分类,10,3,Swift brushing motion used to shuffle cards.
fingers,未分类,10,3,A sharp and distinctive snap produced by snapping one's fingers alongside a plastic card.
make,未分类,10,3,"Dice falling onto a wooden box surface, capturing the distinct noise as the dice make contact with the wood."
grip,未分类,10,6,"Action of grabbing a handful of dice, whilst the dice rustle within the grip."
bones,未分类,10,3,"Eerie, rattling noise produced by bones."
plopping,未分类,10,4,Interaction between liquid dropping or plopping onto a rubber surface.
ceramic,Material,10,4,"Clear, ringing as liquid comes into contact with a ceramic surface."
pouring,Liquid,10,3,Glugging and pouring noise of olive oil being dispensed from a glass bottle.
handle,未分类,10,6,Movement of a metal handle during the assembly of an espresso machine.
clunks,未分类,10,4,Metallic clunks and rattles as the washer move in the palm of a hand.
cable,未分类,10,5,Metallic clinks and rattles as the washers roll along a cable.
snaps,未分类,10,6,Firm click as the lock of a travel bag securely snaps.
